Step,Number
1561,3662813732727736122745821621062727529156428108501936770769814
1562,1831406866363868061372910810531363764578214054250968385384907
1563,5494220599091604184118732431594091293734642162752905156154722
1564,2747110299545802092059366215797045646867321081376452578077361
1565,8241330898637406276178098647391136940601963244129357734232084
1566,4120665449318703138089049323695568470300981622064678867116042
1567,2060332724659351569044524661847784235150490811032339433558021
1568,6180998173978054707133573985543352705451472433097018300674064
1569,3090499086989027353566786992771676352725736216548509150337032
1570,1545249543494513676783393496385838176362868108274254575168516
1571,772624771747256838391696748192919088181434054137127287584258
1572,386312385873628419195848374096459544090717027068563643792129
1573,1158937157620885257587545122289378632272151081205690931376388
1574,579468578810442628793772561144689316136075540602845465688194
1575,289734289405221314396886280572344658068037770301422732844097
1576,869202868215663943190658841717033974204113310904268198532292
1577,434601434107831971595329420858516987102056655452134099266146
1578,217300717053915985797664710429258493551028327726067049633073
1579,651902151161747957392994131287775480653084983178201148899220
1580,325951075580873978696497065643887740326542491589100574449610
1581,162975537790436989348248532821943870163271245794550287224805
1582,488926613371310968044745598465831610489813737383650861674416
1583,244463306685655484022372799232915805244906868691825430837208
1584,122231653342827742011186399616457902622453434345912715418604
1585,61115826671413871005593199808228951311226717172956357709302
1586,30557913335706935502796599904114475655613358586478178854651
1587,91673740007120806508389799712343426966840075759434536563954
1588,45836870003560403254194899856171713483420037879717268281977
1589,137510610010681209762584699568515140450260113639151804845932
1590,68755305005340604881292349784257570225130056819575902422966
1591,34377652502670302440646174892128785112565028409787951211483
1592,103132957508010907321938524676386355337695085229363853634450
1593,51566478754005453660969262338193177668847542614681926817225
1594,154699436262016360982907787014579533006542627844045780451676
1595,77349718131008180491453893507289766503271313922022890225838
1596,38674859065504090245726946753644883251635656961011445112919
1597,116024577196512270737180840260934649754906970883034335338758
1598,58012288598256135368590420130467324877453485441517167669379
1599,174036865794768406105771260391401974632360456324551503008138
1600,87018432897384203052885630195700987316180228162275751504069
1601,261055298692152609158656890587102961948540684486827254512208
1602,130527649346076304579328445293551480974270342243413627256104
1603,65263824673038152289664222646775740487135171121706813628052
1604,32631912336519076144832111323387870243567585560853406814026
1605,16315956168259538072416055661693935121783792780426703407013
1606,48947868504778614217248166985081805365351378341280110221040
1607,24473934252389307108624083492540902682675689170640055110520
1608,12236967126194653554312041746270451341337844585320027555260
1609,6118483563097326777156020873135225670668922292660013777630
1610,3059241781548663388578010436567612835334461146330006888815
1611,9177725344645990165734031309702838506003383438990020666446
1612,4588862672322995082867015654851419253001691719495010333223
1613,13766588016968985248601046964554257759005075158485030999670
1614,6883294008484492624300523482277128879502537579242515499835
1615,20649882025453477872901570446831386638507612737727546499506
1616,10324941012726738936450785223415693319253806368863773249753
1617,30974823038180216809352355670247079957761419106591319749260
1618,15487411519090108404676177835123539978880709553295659874630
1619,7743705759545054202338088917561769989440354776647829937315
1620,23231117278635162607014266752685309968321064329943489811946
1621,11615558639317581303507133376342654984160532164971744905973
1622,34846675917952743910521400129027964952481596494915234717920
1623,17423337958976371955260700064513982476240798247457617358960
1624,8711668979488185977630350032256991238120399123728808679480
1625,4355834489744092988815175016128495619060199561864404339740
1626,2177917244872046494407587508064247809530099780932202169870
1627,1088958622436023247203793754032123904765049890466101084935
1628,3266875867308069741611381262096371714295149671398303254806
1629,1633437933654034870805690631048185857147574835699151627403
1630,4900313800962104612417071893144557571442724507097454882210
1631,2450156900481052306208535946572278785721362253548727441105
1632,7350470701443156918625607839716836357164086760646182323316
1633,3675235350721578459312803919858418178582043380323091161658
1634,1837617675360789229656401959929209089291021690161545580829
1635,5512853026082367688969205879787627267873065070484636742488
1636,2756426513041183844484602939893813633936532535242318371244
1637,1378213256520591922242301469946906816968266267621159185622
1638,689106628260295961121150734973453408484133133810579592811
1639,2067319884780887883363452204920360225452399401431738778434
1640,1033659942390443941681726102460180112726199700715869389217
1641,3100979827171331825045178307380540338178599102147608167652
1642,1550489913585665912522589153690270169089299551073804083826
1643,775244956792832956261294576845135084544649775536902041913
1644,2325734870378498868783883730535405253633949326610706125740
1645,1162867435189249434391941865267702626816974663305353062870
1646,581433717594624717195970932633851313408487331652676531435
1647,1744301152783874151587912797901553940225461994958029594306
1648,872150576391937075793956398950776970112730997479014797153
1649,2616451729175811227381869196852330910338192992437044391460
1650,1308225864587905613690934598426165455169096496218522195730
1651,654112932293952806845467299213082727584548248109261097865
1652,1962338796881858420536401897639248182753644744327783293596
1653,981169398440929210268200948819624091376822372163891646798
1654,490584699220464605134100474409812045688411186081945823399
1655,1471754097661393815402301423229436137065233558245837470198
1656,735877048830696907701150711614718068532616779122918735099
1657,2207631146492090723103452134844154205597850337368756205298
1658,1103815573246045361551726067422077102798925168684378102649
1659,3311446719738136084655178202266231308396775506053134307948
1660,1655723359869068042327589101133115654198387753026567153974
1661,827861679934534021163794550566557827099193876513283576987
1662,2483585039803602063491383651699673481297581629539850730962
1663,1241792519901801031745691825849836740648790814769925365481
1664,3725377559705403095237075477549510221946372444309776096444
1665,1862688779852701547618537738774755110973186222154888048222
1666,931344389926350773809268869387377555486593111077444024111
1667,2794033169779052321427806608162132666459779333232332072334
1668,1397016584889526160713903304081066333229889666616166036167
1669,4191049754668578482141709912243198999689668999848498108502
1670,2095524877334289241070854956121599499844834499924249054251
1671,6286574632002867723212564868364798499534503499772747162754
1672,3143287316001433861606282434182399249767251749886373581377
1673,9429861948004301584818847302547197749301755249659120744132
1674,4714930974002150792409423651273598874650877624829560372066
1675,2357465487001075396204711825636799437325438812414780186033
1676,7072396461003226188614135476910398311976316437244340558100
1677,3536198230501613094307067738455199155988158218622170279050
1678,1768099115250806547153533869227599577994079109311085139525
1679,5304297345752419641460601607682798733982237327933255418576
1680,2652148672876209820730300803841399366991118663966627709288
1681,1326074336438104910365150401920699683495559331983313854644
1682,663037168219052455182575200960349841747779665991656927322
1683,331518584109526227591287600480174920873889832995828463661
1684,994555752328578682773862801440524762621669498987485390984
1685,497277876164289341386931400720262381310834749493742695492
1686,248638938082144670693465700360131190655417374746871347746
1687,124319469041072335346732850180065595327708687373435673873
1688,372958407123217006040198550540196785983126062120307021620
1689,186479203561608503020099275270098392991563031060153510810
1690,93239601780804251510049637635049196495781515530076755405
1691,279718805342412754530148912905147589487344546590230266216
1692,139859402671206377265074456452573794743672273295115133108
1693,69929701335603188632537228226286897371836136647557566554
1694,34964850667801594316268614113143448685918068323778783277
1695,104894552003404782948805842339430346057754204971336349832
1696,52447276001702391474402921169715173028877102485668174916
1697,26223638000851195737201460584857586514438551242834087458
1698,13111819000425597868600730292428793257219275621417043729
1699,39335457001276793605802190877286379771657826864251131188
1700,19667728500638396802901095438643189885828913432125565594
1701,9833864250319198401450547719321594942914456716062782797
1702,29501592750957595204351643157964784828743370148188348392
1703,14750796375478797602175821578982392414371685074094174196
1704,7375398187739398801087910789491196207185842537047087098
1705,3687699093869699400543955394745598103592921268523543549
1706,11063097281609098201631866184236794310778763805570630648
1707,5531548640804549100815933092118397155389381902785315324
1708,2765774320402274550407966546059198577694690951392657662
1709,1382887160201137275203983273029599288847345475696328831
1710,4148661480603411825611949819088797866542036427088986494
1711,2074330740301705912805974909544398933271018213544493247
1712,6222992220905117738417924728633196799813054640633479742
1713,3111496110452558869208962364316598399906527320316739871
1714,9334488331357676607626887092949795199719581960950219614
1715,4667244165678838303813443546474897599859790980475109807
1716,14001732497036514911440330639424692799579372941425329422
1717,7000866248518257455720165319712346399789686470712664711
1718,21002598745554772367160495959137039199369059412137994134
1719,10501299372777386183580247979568519599684529706068997067
1720,31503898118332158550740743938705558799053589118206991202
1721,15751949059166079275370371969352779399526794559103495601
1722,47255847177498237826111115908058338198580383677310486804
1723,23627923588749118913055557954029169099290191838655243402
1724,11813961794374559456527778977014584549645095919327621701
1725,35441885383123678369583336931043753648935287757982865104
1726,17720942691561839184791668465521876824467643878991432552
1727,8860471345780919592395834232760938412233821939495716276
1728,4430235672890459796197917116380469206116910969747858138
1729,2215117836445229898098958558190234603058455484873929069
1730,6645353509335689694296875674570703809175366454621787208
1731,3322676754667844847148437837285351904587683227310893604
1732,1661338377333922423574218918642675952293841613655446802
1733,830669188666961211787109459321337976146920806827723401
1734,2492007566000883635361328377964013928440762420483170204
1735,1246003783000441817680664188982006964220381210241585102
1736,623001891500220908840332094491003482110190605120792551
1737,1869005674500662726520996283473010446330571815362377654
1738,934502837250331363260498141736505223165285907681188827
1739,2803508511750994089781494425209515669495857723043566482
1740,1401754255875497044890747212604757834747928861521783241
1741,4205262767626491134672241637814273504243786584565349724
1742,2102631383813245567336120818907136752121893292282674862
1743,1051315691906622783668060409453568376060946646141337431
1744,3153947075719868351004181228360705128182839938424012294
1745,1576973537859934175502090614180352564091419969212006147
1746,4730920613579802526506271842541057692274259907636018442
1747,2365460306789901263253135921270528846137129953818009221
1748,7096380920369703789759407763811586538411389861454027664
1749,3548190460184851894879703881905793269205694930727013832
1750,1774095230092425947439851940952896634602847465363506916
1751,887047615046212973719925970476448317301423732681753458
1752,443523807523106486859962985238224158650711866340876729
1753,1330571422569319460579888955714672475952135599022630188
1754,665285711284659730289944477857336237976067799511315094
1755,332642855642329865144972238928668118988033899755657547
1756,997928566926989595434916716786004356964101699266972642
1757,498964283463494797717458358393002178482050849633486321
1758,1496892850390484393152375075179006535446152548900458964
1759,748446425195242196576187537589503267723076274450229482
1760,374223212597621098288093768794751633861538137225114741
1761,1122669637792863294864281306384254901584614411675344224
1762,561334818896431647432140653192127450792307205837672112
1763,280667409448215823716070326596063725396153602918836056
1764,140333704724107911858035163298031862698076801459418028
1765,70166852362053955929017581649015931349038400729709014
1766,35083426181026977964508790824507965674519200364854507
1767,105250278543080933893526372473523897023557601094563522
1768,52625139271540466946763186236761948511778800547281761
1769,157875417814621400840289558710285845535336401641845284
1770,78937708907310700420144779355142922767668200820922642
1771,39468854453655350210072389677571461383834100410461321
1772,118406563360966050630217169032714384151502301231383964
1773,59203281680483025315108584516357192075751150615691982
1774,29601640840241512657554292258178596037875575307845991
1775,88804922520724537972662876774535788113626725923537974
1776,44402461260362268986331438387267894056813362961768987
1777,133207383781086806958994315161803682170440088885306962
1778,66603691890543403479497157580901841085220044442653481
1779,199811075671630210438491472742705523255660133327960444
1780,99905537835815105219245736371352761627830066663980222
1781,49952768917907552609622868185676380813915033331990111
1782,149858306753722657828868604557029142441745099995970334
1783,74929153376861328914434302278514571220872549997985167
1784,224787460130583986743302906835543713662617649993955502
1785,112393730065291993371651453417771856831308824996977751
1786,337181190195875980114954360253315570493926474990933254
1787,168590595097937990057477180126657785246963237495466627
1788,505771785293813970172431540379973355740889712486399882
1789,252885892646906985086215770189986677870444856243199941
1790,758657677940720955258647310569960033611334568729599824
1791,379328838970360477629323655284980016805667284364799912
1792,189664419485180238814661827642490008402833642182399956
1793,94832209742590119407330913821245004201416821091199978
1794,47416104871295059703665456910622502100708410545599989
1795,142248314613885179110996370731867506302125231636799968
1796,71124157306942589555498185365933753151062615818399984
1797,35562078653471294777749092682966876575531307909199992
1798,17781039326735647388874546341483438287765653954599996
1799,8890519663367823694437273170741719143882826977299998
1800,4445259831683911847218636585370859571941413488649999
1801,13335779495051735541655909756112578715824240465949998
1802,6667889747525867770827954878056289357912120232974999
1803,20003669242577603312483864634168868073736360698924998
1804,10001834621288801656241932317084434036868180349462499
1805,30005503863866404968725796951253302110604541048387498
1806,15002751931933202484362898475626651055302270524193749
1807,45008255795799607453088695426879953165906811572581248
1808,22504127897899803726544347713439976582953405786290624
1809,11252063948949901863272173856719988291476702893145312
1810,5626031974474950931636086928359994145738351446572656
1811,2813015987237475465818043464179997072869175723286328
1812,1406507993618737732909021732089998536434587861643164
1813,703253996809368866454510866044999268217293930821582
1814,351626998404684433227255433022499634108646965410791
1815,1054880995214053299681766299067498902325940896232374
1816,527440497607026649840883149533749451162970448116187
1817,1582321492821079949522649448601248353488911344348562
1818,791160746410539974761324724300624176744455672174281
1819,2373482239231619924283974172901872530233367016522844
1820,1186741119615809962141987086450936265116683508261422
1821,593370559807904981070993543225468132558341754130711
1822,1780111679423714943212980629676404397675025262392134
1823,890055839711857471606490314838202198837512631196067
1824,2670167519135572414819470944514606596512537893588202
1825,1335083759567786207409735472257303298256268946794101
1826,4005251278703358622229206416771909894768806840382304
1827,2002625639351679311114603208385954947384403420191152
1828,1001312819675839655557301604192977473692201710095576
1829,500656409837919827778650802096488736846100855047788
1830,250328204918959913889325401048244368423050427523894
1831,125164102459479956944662700524122184211525213761947
1832,375492307378439870833988101572366552634575641285842
1833,187746153689219935416994050786183276317287820642921
1834,563238461067659806250982152358549828951863461928764
1835,281619230533829903125491076179274914475931730964382
1836,140809615266914951562745538089637457237965865482191
1837,422428845800744854688236614268912371713897596446574
1838,211214422900372427344118307134456185856948798223287
1839,633643268701117282032354921403368557570846394669862
1840,316821634350558641016177460701684278785423197334931
1841,950464903051675923048532382105052836356269592004794
1842,475232451525837961524266191052526418178134796002397
1843,1425697354577513884572798573157579254534404388007192
1844,712848677288756942286399286578789627267202194003596
1845,356424338644378471143199643289394813633601097001798
1846,178212169322189235571599821644697406816800548500899
1847,534636507966567706714799464934092220450401645502698
1848,267318253983283853357399732467046110225200822751349
1849,801954761949851560072199197401138330675602468254048
1850,400977380974925780036099598700569165337801234127024
1851,200488690487462890018049799350284582668900617063512
1852,100244345243731445009024899675142291334450308531756
1853,50122172621865722504512449837571145667225154265878
1854,25061086310932861252256224918785572833612577132939
1855,75183258932798583756768674756356718500837731398818
1856,37591629466399291878384337378178359250418865699409
1857,112774888399197875635153012134535077751256597098228
1858,56387444199598937817576506067267538875628298549114
1859,28193722099799468908788253033633769437814149274557
1860,84581166299398406726364759100901308313442447823672
1861,42290583149699203363182379550450654156721223911836
1862,21145291574849601681591189775225327078360611955918
1863,10572645787424800840795594887612663539180305977959
1864,31717937362274402522386784662837990617540917933878
1865,15858968681137201261193392331418995308770458966939
1866,47576906043411603783580176994256985926311376900818
1867,23788453021705801891790088497128492963155688450409
1868,71365359065117405675370265491385478889467065351228
1869,35682679532558702837685132745692739444733532675614
1870,17841339766279351418842566372846369722366766337807
1871,53524019298838054256527699118539109167100299013422
1872,26762009649419027128263849559269554583550149506711
1873,80286028948257081384791548677808663750650448520134
1874,40143014474128540692395774338904331875325224260067
1875,120429043422385622077187323016712995625975672780202
1876,60214521711192811038593661508356497812987836390101
1877,180643565133578433115780984525069493438963509170304
1878,90321782566789216557890492262534746719481754585152
1879,45160891283394608278945246131267373359740877292576
1880,22580445641697304139472623065633686679870438646288
1881,11290222820848652069736311532816843339935219323144
1882,5645111410424326034868155766408421669967609661572
1883,2822555705212163017434077883204210834983804830786
1884,1411277852606081508717038941602105417491902415393
1885,4233833557818244526151116824806316252475707246180
1886,2116916778909122263075558412403158126237853623090
1887,1058458389454561131537779206201579063118926811545
1888,3175375168363683394613337618604737189356780434636
1889,1587687584181841697306668809302368594678390217318
1890,793843792090920848653334404651184297339195108659
1891,2381531376272762545960003213953552892017585325978
1892,1190765688136381272980001606976776446008792662989
1893,3572297064409143818940004820930329338026377988968
1894,1786148532204571909470002410465164669013188994484
1895,893074266102285954735001205232582334506594497242
1896,446537133051142977367500602616291167253297248621
1897,1339611399153428932102501807848873501759891745864
1898,669805699576714466051250903924436750879945872932
1899,334902849788357233025625451962218375439972936466
1900,167451424894178616512812725981109187719986468233
1901,502354274682535849538438177943327563159959404700
1902,251177137341267924769219088971663781579979702350
1903,125588568670633962384609544485831890789989851175
1904,376765706011901887153828633457495672369969553526
1905,188382853005950943576914316728747836184984776763
1906,565148559017852830730742950186243508554954330290
1907,282574279508926415365371475093121754277477165145
1908,847722838526779246096114425279365262832431495436
1909,423861419263389623048057212639682631416215747718
1910,211930709631694811524028606319841315708107873859
1911,635792128895084434572085818959523947124323621578
1912,317896064447542217286042909479761973562161810789
1913,953688193342626651858128728439285920686485432368
1914,476844096671313325929064364219642960343242716184
1915,238422048335656662964532182109821480171621358092
1916,119211024167828331482266091054910740085810679046
1917,59605512083914165741133045527455370042905339523
1918,178816536251742497223399136582366110128716018570
1919,89408268125871248611699568291183055064358009285
1920,268224804377613745835098704873549165193074027856
1921,134112402188806872917549352436774582596537013928
1922,67056201094403436458774676218387291298268506964
1923,33528100547201718229387338109193645649134253482
1924,16764050273600859114693669054596822824567126741
1925,50292150820802577344081007163790468473701380224
1926,25146075410401288672040503581895234236850690112
1927,12573037705200644336020251790947617118425345056
1928,6286518852600322168010125895473808559212672528
1929,3143259426300161084005062947736904279606336264
1930,1571629713150080542002531473868452139803168132
1931,785814856575040271001265736934226069901584066
1932,392907428287520135500632868467113034950792033
1933,1178722284862560406501898605401339104852376100
1934,589361142431280203250949302700669552426188050
1935,294680571215640101625474651350334776213094025
1936,884041713646920304876423954051004328639282076
1937,442020856823460152438211977025502164319641038
1938,221010428411730076219105988512751082159820519
1939,663031285235190228657317965538253246479461558
1940,331515642617595114328658982769126623239730779
1941,994546927852785342985976948307379869719192338
1942,497273463926392671492988474153689934859596169
1943,1491820391779178014478965422461069804578788508
1944,745910195889589007239482711230534902289394254
1945,372955097944794503619741355615267451144697127
1946,1118865293834383510859224066845802353434091382
1947,559432646917191755429612033422901176717045691
1948,1678297940751575266288836100268703530151137074
1949,839148970375787633144418050134351765075568537
1950,2517446911127362899433254150403055295226705612
1951,1258723455563681449716627075201527647613352806
1952,629361727781840724858313537600763823806676403
1953,1888085183345522174574940612802291471420029210
1954,944042591672761087287470306401145735710014605
1955,2832127775018283261862410919203437207130043816
1956,1416063887509141630931205459601718603565021908
1957,708031943754570815465602729800859301782510954
1958,354015971877285407732801364900429650891255477
1959,1062047915631856223198404094701288952673766432
1960,531023957815928111599202047350644476336883216
1961,265511978907964055799601023675322238168441608
1962,132755989453982027899800511837661119084220804
1963,66377994726991013949900255918830559542110402
1964,33188997363495506974950127959415279771055201
1965,99566992090486520924850383878245839313165604
1966,49783496045243260462425191939122919656582802
1967,24891748022621630231212595969561459828291401
1968,74675244067864890693637787908684379484874204
1969,37337622033932445346818893954342189742437102
1970,18668811016966222673409446977171094871218551
1971,56006433050898668020228340931513284613655654
1972,28003216525449334010114170465756642306827827
1973,84009649576348002030342511397269926920483482
1974,42004824788174001015171255698634963460241741
1975,126014474364522003045513767095904890380725224
1976,63007237182261001522756883547952445190362612
1977,31503618591130500761378441773976222595181306
1978,15751809295565250380689220886988111297590653
1979,47255427886695751142067662660964333892771960
1980,23627713943347875571033831330482166946385980
1981,11813856971673937785516915665241083473192990
1982,5906928485836968892758457832620541736596495
1983,17720785457510906678275373497861625209789486
1984,8860392728755453339137686748930812604894743
1985,26581178186266360017413060246792437814684230
1986,13290589093133180008706530123396218907342115
1987,39871767279399540026119590370188656722026346
1988,19935883639699770013059795185094328361013173
1989,59807650919099310039179385555282985083039520
1990,29903825459549655019589692777641492541519760
1991,14951912729774827509794846388820746270759880
1992,7475956364887413754897423194410373135379940
1993,3737978182443706877448711597205186567689970
1994,1868989091221853438724355798602593283844985
1995,5606967273665560316173067395807779851534956
1996,2803483636832780158086533697903889925767478
1997,1401741818416390079043266848951944962883739
1998,4205225455249170237129800546855834888651218
1999,2102612727624585118564900273427917444325609
2000,6307838182873755355694700820283752332976828
2001,3153919091436877677847350410141876166488414
2002,1576959545718438838923675205070938083244207
2003,4730878637155316516771025615212814249732622
2004,2365439318577658258385512807606407124866311
2005,7096317955732974775156538422819221374598934
2006,3548158977866487387578269211409610687299467
2007,10644476933599462162734807634228832061898402
2008,5322238466799731081367403817114416030949201
2009,15966715400399193244102211451343248092847604
2010,7983357700199596622051105725671624046423802
2011,3991678850099798311025552862835812023211901
2012,11975036550299394933076658588507436069635704
2013,5987518275149697466538329294253718034817852
2014,2993759137574848733269164647126859017408926
2015,1496879568787424366634582323563429508704463
2016,4490638706362273099903746970690288526113390
2017,2245319353181136549951873485345144263056695
2018,6735958059543409649855620456035432789170086
2019,3367979029771704824927810228017716394585043
2020,10103937089315114474783430684053149183755130
2021,5051968544657557237391715342026574591877565
2022,15155905633972671712175146026079723775632696
2023,7577952816986335856087573013039861887816348
2024,3788976408493167928043786506519930943908174
2025,1894488204246583964021893253259965471954087
2026,5683464612739751892065679759779896415862262
2027,2841732306369875946032839879889948207931131
2028,8525196919109627838098519639669844623793394
2029,4262598459554813919049259819834922311896697
2030,12787795378664441757147779459504766935690092
2031,6393897689332220878573889729752383467845046
2032,3196948844666110439286944864876191733922523
2033,9590846533998331317860834594628575201767570
2034,4795423266999165658930417297314287600883785
2035,14386269800997496976791251891942862802651356
2036,7193134900498748488395625945971431401325678
2037,3596567450249374244197812972985715700662839
2038,10789702350748122732593438918957147101988518
2039,5394851175374061366296719459478573550994259
2040,16184553526122184098890158378435720652982778
2041,8092276763061092049445079189217860326491389
2042,24276830289183276148335237567653580979474168
2043,12138415144591638074167618783826790489737084
2044,6069207572295819037083809391913395244868542
2045,3034603786147909518541904695956697622434271
2046,9103811358443728555625714087870092867302814
2047,4551905679221864277812857043935046433651407
2048,13655717037665592833438571131805139300954222
2049,6827858518832796416719285565902569650477111
2050,20483575556498389250157856697707708951431334
2051,10241787778249194625078928348853854475715667
2052,30725363334747583875236785046561563427147002
2053,15362681667373791937618392523280781713573501
2054,46088045002121375812855177569842345140720504
2055,23044022501060687906427588784921172570360252
2056,11522011250530343953213794392460586285180126
2057,5761005625265171976606897196230293142590063
2058,17283016875795515929820691588690879427770190
2059,8641508437897757964910345794345439713885095
2060,25924525313693273894731037383036319141655286
2061,12962262656846636947365518691518159570827643
2062,38886787970539910842096556074554478712482930
2063,19443393985269955421048278037277239356241465
2064,58330181955809866263144834111831718068724396
2065,29165090977904933131572417055915859034362198
2066,14582545488952466565786208527957929517181099
2067,43747636466857399697358625583873788551543298
2068,21873818233428699848679312791936894275771649
2069,65621454700286099546037938375810682827314948
2070,32810727350143049773018969187905341413657474
2071,16405363675071524886509484593952670706828737
2072,49216091025214574659528453781858012120486212
2073,24608045512607287329764226890929006060243106
2074,12304022756303643664882113445464503030121553
2075,36912068268910930994646340336393509090364660
2076,18456034134455465497323170168196754545182330
2077,9228017067227732748661585084098377272591165
2078,27684051201683198245984755252295131817773496
2079,13842025600841599122992377626147565908886748
2080,6921012800420799561496188813073782954443374
2081,3460506400210399780748094406536891477221687
2082,10381519200631199342244283219610674431665062
2083,5190759600315599671122141609805337215832531
2084,15572278800946799013366424829416011647497594
2085,7786139400473399506683212414708005823748797
2086,23358418201420198520049637244124017471246392
2087,11679209100710099260024818622062008735623196
2088,5839604550355049630012409311031004367811598
2089,2919802275177524815006204655515502183905799
2090,8759406825532574445018613966546506551717398
2091,4379703412766287222509306983273253275858699
2092,13139110238298861667527920949819759827576098
2093,6569555119149430833763960474909879913788049
2094,19708665357448292501291881424729639741364148
2095,9854332678724146250645940712364819870682074
2096,4927166339362073125322970356182409935341037
2097,14781499018086219375968911068547229806023112
2098,7390749509043109687984455534273614903011556
2099,3695374754521554843992227767136807451505778
2100,1847687377260777421996113883568403725752889
2101,5543062131782332265988341650705211177258668
2102,2771531065891166132994170825352605588629334
2103,1385765532945583066497085412676302794314667
2104,4157296598836749199491256238028908382944002
2105,2078648299418374599745628119014454191472001
2106,6235944898255123799236884357043362574416004
2107,3117972449127561899618442178521681287208002
2108,1558986224563780949809221089260840643604001
2109,4676958673691342849427663267782521930812004
2110,2338479336845671424713831633891260965406002
2111,1169239668422835712356915816945630482703001
2112,3507719005268507137070747450836891448109004
2113,1753859502634253568535373725418445724054502
2114,876929751317126784267686862709222862027251
2115,2630789253951380352803060588127668586081754
2116,1315394626975690176401530294063834293040877
2117,3946183880927070529204590882191502879122632
2118,1973091940463535264602295441095751439561316
2119,986545970231767632301147720547875719780658
2120,493272985115883816150573860273937859890329
2121,1479818955347651448451721580821813579670988
2122,739909477673825724225860790410906789835494
2123,369954738836912862112930395205453394917747
2124,1109864216510738586338791185616360184753242
2125,554932108255369293169395592808180092376621
2126,1664796324766107879508186778424540277129864
2127,832398162383053939754093389212270138564932
2128,416199081191526969877046694606135069282466
2129,208099540595763484938523347303067534641233
2130,624298621787290454815570041909202603923700
2131,312149310893645227407785020954601301961850
2132,156074655446822613703892510477300650980925
2133,468223966340467841111677531431901952942776
2134,234111983170233920555838765715950976471388
2135,117055991585116960277919382857975488235694
2136,58527995792558480138959691428987744117847
2137,175583987377675440416879074286963232353542
2138,87791993688837720208439537143481616176771
2139,263375981066513160625318611430444848530314
2140,131687990533256580312659305715222424265157
2141,395063971599769740937977917145667272795472
2142,197531985799884870468988958572833636397736
2143,98765992899942435234494479286416818198868
2144,49382996449971217617247239643208409099434
2145,24691498224985608808623619821604204549717
2146,74074494674956826425870859464812613649152
2147,37037247337478413212935429732406306824576
2148,18518623668739206606467714866203153412288
2149,9259311834369603303233857433101576706144
2150,4629655917184801651616928716550788353072
2151,2314827958592400825808464358275394176536
2152,1157413979296200412904232179137697088268
2153,578706989648100206452116089568848544134
2154,289353494824050103226058044784424272067
2155,868060484472150309678174134353272816202
2156,434030242236075154839087067176636408101
2157,1302090726708225464517261201529909224304
2158,651045363354112732258630600764954612152
2159,325522681677056366129315300382477306076
2160,162761340838528183064657650191238653038
2161,81380670419264091532328825095619326519
2162,244142011257792274596986475286857979558
2163,122071005628896137298493237643428989779
2164,366213016886688411895479712930286969338
2165,183106508443344205947739856465143484669
2166,549319525330032617843219569395430454008
2167,274659762665016308921609784697715227004
2168,137329881332508154460804892348857613502
2169,68664940666254077230402446174428806751
2170,205994821998762231691207338523286420254
2171,102997410999381115845603669261643210127
2172,308992232998143347536811007784929630382
2173,154496116499071673768405503892464815191
2174,463488349497215021305216511677394445574
2175,231744174748607510652608255838697222787
2176,695232524245822531957824767516091668362
2177,347616262122911265978912383758045834181
2178,1042848786368733797936737151274137502544
2179,521424393184366898968368575637068751272
2180,260712196592183449484184287818534375636
2181,130356098296091724742092143909267187818
2182,65178049148045862371046071954633593909
2183,195534147444137587113138215863900781728
2184,97767073722068793556569107931950390864
2185,48883536861034396778284553965975195432
2186,24441768430517198389142276982987597716
2187,12220884215258599194571138491493798858
2188,6110442107629299597285569245746899429
2189,18331326322887898791856707737240698288
2190,9165663161443949395928353868620349144
2191,4582831580721974697964176934310174572
2192,2291415790360987348982088467155087286
2193,1145707895180493674491044233577543643
2194,3437123685541481023473132700732630930
2195,1718561842770740511736566350366315465
2196,5155685528312221535209699051098946396
2197,2577842764156110767604849525549473198
2198,1288921382078055383802424762774736599
2199,3866764146234166151407274288324209798
2200,1933382073117083075703637144162104899
2201,5800146219351249227110911432486314698
2202,2900073109675624613555455716243157349
2203,8700219329026873840666367148729472048
2204,4350109664513436920333183574364736024
2205,2175054832256718460166591787182368012
2206,1087527416128359230083295893591184006
2207,543763708064179615041647946795592003
2208,1631291124192538845124943840386776010
2209,815645562096269422562471920193388005
2210,2446936686288808267687415760580164016
2211,1223468343144404133843707880290082008
2212,611734171572202066921853940145041004
2213,305867085786101033460926970072520502
2214,152933542893050516730463485036260251
2215,458800628679151550191390455108780754
2216,229400314339575775095695227554390377
2217,688200943018727325287085682663171132
2218,344100471509363662643542841331585566
2219,172050235754681831321771420665792783
2220,516150707264045493965314261997378350
2221,258075353632022746982657130998689175
2222,774226060896068240947971392996067526
2223,387113030448034120473985696498033763
2224,1161339091344102361421957089494101290
2225,580669545672051180710978544747050645
2226,1742008637016153542132935634241151936
2227,871004318508076771066467817120575968
2228,435502159254038385533233908560287984
2229,217751079627019192766616954280143992
2230,108875539813509596383308477140071996
2231,54437769906754798191654238570035998
2232,27218884953377399095827119285017999
2233,81656654860132197287481357855053998
2234,40828327430066098643740678927526999
2235,122484982290198295931222036782580998
2236,61242491145099147965611018391290499
2237,183727473435297443896833055173871498
2238,91863736717648721948416527586935749
2239,275591210152946165845249582760807248
2240,137795605076473082922624791380403624
2241,68897802538236541461312395690201812
